index,sourceArray,name,type,muscleGroup,equipment,tags,description,clientDescription,isPublic
"665","newExercises","Deadlift unilateral con mancuerna","BALANCE","Piernas","Mancuernas","piernas|mancuernas|equilibrio|posterior|gluteos|isquiotibiales","Ejercicio de equilibrio y fuerza que consiste en un peso muerto unilateral sosteniendo mancuernas. Desarrolla fuerza de cadena posterior, estabilidad de cadera y control del core en un movimiento unilateral con carga adicional.","Parate sobre la pierna derecha sosteniendo una mancuerna en cada mano o una sola mancuerna en la mano contralateral (izquierda). Mantené la espalda neutra y el core activado. Flexionate hacia adelante desde la cadera extendiendo la pierna izquierda hacia atrás como contrapeso. Bajá las mancuernas hacia el suelo manteniendo la espalda recta y la pierna de apoyo ligeramente flexionada. Volvé a la posición inicial contrayendo el glúteo derecho. Realizá 8-10 repeticiones y cambiá de lado.","true"
"666","newExercises","Yoga half moon","BALANCE","Piernas","Peso corporal","piernas|peso_corporal|yoga|equilibrio|cadera|core","Postura de yoga (Ardha Chandrasana) que consiste en equilibrarse sobre una pierna con el torso paralelo al suelo y un brazo extendido hacia el techo. Desarrolla equilibrio, fuerza de piernas, apertura de cadera y concentración en una postura lateral.","Desde la postura del guerrero II con la pierna derecha adelante, apoyá la mano derecha en el suelo o en un bloque delante del pie derecho. Elevá la pierna izquierda hasta que quede paralela al suelo. Extendé el brazo izquierdo hacia el techo abriendo el pecho. Mantené la cadera derecha abierta y el core activado para estabilizar. Mirá hacia la mano izquierda. Mantené 20-30 segundos y repetí del otro lado.","true"
"667","newExercises","Press unilateral en bosu","BALANCE","Hombros","Bosu","hombros|bosu|mancuerna|press|equilibrio|estabilidad|kettlebell","Ejercicio de equilibrio y fuerza que consiste en un press de hombros unilateral realizado sobre un bosu. La inestabilidad de la plataforma obliga al core a estabilizar mientras se trabaja la fuerza de empuje del hombro.","Colocá un bosu en el suelo con la parte redonda hacia abajo (plataforma hacia arriba). Sentate sobre el bosu con las piernas extendidas o flexionadas. Sostené una mancuerna o kettlebell en una mano a la altura del hombro. Mantené el core activado y la espalda erguida. Empujá el peso hacia arriba extendiendo el brazo sobre la cabeza. Bajá controlado y repetí. El bosu se moverá, por lo que debés activar el core constantemente. Realizá 8-10 repeticiones y cambiá de brazo.","true"
"668","newExercises","Row en TRX","BALANCE","Espalda","TRX","espalda|trx|row|equilibrio|estabilidad|biceps","Ejercicio de equilibrio y fuerza que consiste en un remo con TRX. Las asas inestables del TRX obligan al core a estabilizar mientras se trabaja la espalda y los bíceps en un movimiento de tracción funcional.","Ajustá las asas del TRX a la altura del pecho. Agarrá una asa en cada mano y inclinate hacia atrás con los brazos extendidos, manteniendo el cuerpo en línea recta desde los talones hasta la cabeza. Tirá del pecho hacia las asas flexionando los codos y llevando los hombros hacia atrás. Mantené el core activado y las caderas estables (evitá que se caigan o se eleven). Bajá controlado extendiendo los brazos. Realizá 10-12 repeticiones.","true"
"669","newExercises","Equilibrio en una pierna con banda","BALANCE","Piernas","Banda","piernas|banda_elastica|equilibrio|propiocepcion|estabilidad|gluteos","Ejercicio de equilibrio que consiste en mantener la posición sobre una pierna con resistencia de banda elástica. La banda añade una fuerza perturbadora que obliga al core y a los estabilizadores de cadera a trabajar intensamente.","Anclá una banda elástica baja a una base firme. Colocá la banda alrededor de la cintura o el muslo de la pierna de apoyo. Parate sobre la pierna derecha con la banda tensa tirando hacia un lado. Elevá la pierna izquierda del suelo flexionando la rodilla a 90°. Mantené el equilibrio durante 20-30 segundos resistiendo la tracción de la banda que te desequilibra. El core y los glúteos deben trabajar intensamente para mantener la postura. Cambiá de pierna y dirección de la banda.","true"
"670","newExercises","Press en fitball","BALANCE","Pecho","Fitball","pecho|fitball|mancuernas|press|equilibrio|core","Ejercicio de equilibrio y fuerza que consiste en un press de pecho sobre un fitball. La inestabilidad del fitball obliga al core a estabilizar intensamente mientras se trabaja la fuerza de empuje del pecho.","Acostate boca arriba sobre un fitball con la parte superior de la espalda apoyada en la pelota, los pies firmes en el suelo y las rodillas flexionadas a 90°. Sostené una mancuerna en cada mano a la altura del pecho con los codos abiertos. Mantené el core activado para estabilizar el fitball. Empujá las mancuernas hacia arriba extendiendo los brazos sobre el pecho. Bajá controlado hasta que los codos formen 90°. El fitball se moverá, por lo que debés mantener el core firme. Realizá 10-12 repeticiones.","true"
"671","newExercises","Yoga side plank with leg raise","BALANCE","Core","Peso corporal","core|peso_corporal|yoga|oblicuos|equilibrio|estabilidad","Postura de yoga que combina plancha lateral con elevación de pierna. Desarrolla fuerza de oblicuos, estabilidad de core y equilibrio lateral en un movimiento desafiante que trabaja toda la cadena lateral del cuerpo.","Desde posición de plancha lateral con el antebrazo derecho apoyado y el cuerpo en línea recta, elevá la pierna izquierda hacia arriba manteniéndola extendida. Mantené la cadera elevada y el core activado para evitar que la cadera se caiga. El brazo izquierdo puede estar extendido hacia el techo o a lo largo del cuerpo. Mantené 15-30 segundos y repetí del otro lado. Para una versión más intensa, realizá elevaciones dinámicas de la pierna.","true"
"672","newExercises","Puente con marcha","BALANCE","Core","Peso corporal","core|peso_corporal|gluteos|estabilidad|marcha|control","Ejercicio de equilibrio y estabilidad que consiste en mantener la posición de puente mientras se alterna la elevación de las piernas. Desarrolla fuerza de glúteos, estabilidad lumbopélvica y control unilateral del core.","Acostate boca arriba con las rodillas flexionadas y los pies apoyados en el suelo. Elevá la cadera formando un puente (línea recta desde hombros hasta rodillas). Manteniendo la cadera estable y nivelada, elevá la pierna derecha del suelo flexionando la rodilla a 90°. Mantené 2-3 segundos sin dejar caer la cadera. Bajá la pierna derecha y elevá la izquierda. Alterná las piernas en una marcha controlada. Realizá 10-12 repeticiones alternadas manteniendo el core activado.","true"
"673","newExercises","Puente con elevación de pierna","BALANCE","Core","Peso corporal","core|peso_corporal|gluteos|estabilidad|unilateral","Ejercicio de equilibrio y fuerza que consiste en mantener la posición de puente con una pierna extendida hacia el techo. Desarrolla fuerza unilateral de glúteos, estabilidad de core y control lumbopélvico en un desafío de equilibrio.","Acostate boca arriba con las rodillas flexionadas y los pies apoyados en el suelo. Elevá la cadera formando un puente. Extendé la pierna derecha hacia el techo manteniendo la cadera nivelada (no dejes que el lado derecho se caiga). Mantené 10-15 segundos contrayendo fuerte el glúteo izquierdo. Bajá la pierna, bajá la cadera y repetí del otro lado. Para una versión más intensa, realizá elevaciones de cadera con la pierna extendida.","true"
"674","newExercises","Stability ball knee tuck","BALANCE","Core","Fitball","core|fitball|estabilidad|equilibrio|abdominales|control","Ejercicio de equilibrio y core que consiste en realizar knee tucks con los pies sobre un fitball en posición de plancha. La inestabilidad del fitball aumenta la demanda del core y los estabilizadores del hombro.","Colocá las manos en el suelo bajo los hombros y los pies (empeines) sobre un fitball. Extendé el cuerpo en línea recta en posición de plancha. Manteniendo el core activado, flexioná las rodillas llevándolas hacia el pecho mientras el fitball rueda hacia adelante. Mantené las caderas elevadas y el control del movimiento. Volvé a la posición inicial extendiendo las piernas y rodando el fitball hacia atrás. Realizá 10-12 repeticiones de forma controlada.","true"
"675","newExercises","Row unilateral en bosu","BALANCE","Espalda","Bosu","espalda|bosu|mancuerna|row|equilibrio|unilateral|kettlebell","Ejercicio de equilibrio y fuerza que consiste en un remo unilateral realizado sobre un bosu. La inestabilidad de la plataforma obliga al core a estabilizar mientras se trabaja la espalda y los bíceps en un movimiento de tracción unilateral.","Colocá un bosu en el suelo con la parte redonda hacia abajo (plataforma hacia arriba). Parate sobre el bosu con la pierna derecha en el centro, sosteniendo una mancuerna o kettlebell en la mano izquierda. Flexionate hacia adelante desde la cadera manteniendo la espalda neutra y el core activado. Tirá del peso hacia el abdomen flexionando el codo y llevando el hombro hacia atrás. Bajá controlado. El bosu se moverá, por lo que debés estabilizar con el core. Realizá 8-10 repeticiones y cambiá de lado.","true"
"676","newExercises","Lunge en bosu","BALANCE","Piernas","Bosu","piernas|bosu|lunge|equilibrio|estabilidad|propiocepcion","Ejercicio de equilibrio y fuerza que consiste en una zancada con el pie delantero o trasero sobre un bosu. La inestabilidad de la plataforma aumenta la demanda de estabilidad de tobillo, rodilla y core en un movimiento funcional de desplazamiento.","Colocá un bosu en el suelo con la parte redonda hacia arriba. Parate frente al bosu y dá un paso hacia adelante colocando el pie derecho sobre el centro del bosu. Bajá en zancada hasta que ambas rodillas formen 90°, manteniendo el torso erguido y el core activado. La inestabilidad del bosu obligará a los estabilizadores del tobillo y la rodilla a trabajar intensamente. Volvé a la posición inicial empujando con el talón derecho. Realizá 8-10 repeticiones y cambiá de pierna. También podés realizar la zancada con el pie trasero sobre el bosu.","true"
"677","newExercises","Snatch con palo","TECHNIQUE","Full body","Palo","full_body|palo|snatch|tecnica|levantamiento_olimpico","Ejercicio de técnica que utiliza un palo o bastón ligero para practicar la secuencia completa del snatch. Permite dominar la trayectoria de la barra, la transición de fases y la recepción sin la carga de peso, enfocándose exclusivamente en la calidad del movimiento.","Parate con los pies a la anchura de los hombros, sosteniendo un palo con un agarre ancho (snatch grip). Realizá la secuencia completa del snatch: desde el suelo, pasando por las rodillas, extendiendo las caderas, tirando del palo hacia arriba, rotando las muñecas y recibiendo el palo sobre la cabeza en sentadilla profunda. Mantené la espalda neutra en todo momento. El movimiento debe ser fluido y continuo. Repetí 5-8 veces enfocándote en la técnica, no en la velocidad.","true"
"678","newExercises","Posición de rack","TECHNIQUE","Full body","Barra","full_body|barra|rack|tecnica|levantamiento_olimpico","Ejercicio de técnica que consiste en practicar y mantener la posición de rack (recepción del clean) con la barra sobre los hombros. Desarrolla la postura correcta de recepción, la movilidad de muñeca y la estabilidad de core necesaria para los levantamientos olímpicos.","Colocá una barra en posición de rack sobre los hombros, con los codos altos y hacia adelante, las muñecas flexionadas hacia atrás y el pecho abierto. Mantené la espalda neutra, el core activado y el peso en los talones. Las rodillas deben estar ligeramente flexionadas. Mantené la posición 15-20 segundos enfocándote en la postura correcta: codos altos, barba hacia atrás, pecho abierto. También podés practicar el movimiento de drop (bajada rápida desde de pie a la posición de rack en sentadilla).","true"
"679","newExercises","Técnica de salida","TECHNIQUE","Full body","Peso corporal","full_body|peso_corporal|tecnica|salida|aceleracion|sprint","Ejercicio de técnica que practica la posición y el patrón de salida explosiva para sprints y carreras. Desarrolla la postura de arranque, la distribución de peso y la secuencia de aceleración inicial.","Parate en posición de salida atlética: una pierna adelante flexionada a 90°, la otra atrás con la rodilla cerca del suelo, torso inclinado hacia adelante con el peso sobre la pierna delantera. Los brazos están en posición de carrera. Al recibir la señal, acelerá explosivamente los primeros 3-5 pasos enfocándote en: empujar hacia atrás con las piernas (no saltar hacia arriba), mantener el torso inclinado, y coordinar brazos y piernas. Repetí 6-8 salidas desde diferentes posiciones iniciales (sentado, acostado, de rodillas).","true"
"680","newExercises","Drill de extensión","TECHNIQUE","Full body","Peso corporal","full_body|peso_corporal|tecnica|extension|cadera|levantamiento_olimpico","Ejercicio de técnica que aísla y practica la fase de extensión de caderas y rodillas en los levantamientos olímpicos. Desarrolla la potencia de la triple extensión (tobillo, rodilla, cadera) que es fundamental para el impulso en snatch y clean.","Parate con los pies a la anchura de los hombros, rodillas ligeramente flexionadas, espalda neutra y manos en posición de agarre imaginario. Desde la posición de hang (caderas retraídas), realizá una extensión explosiva de caderas y rodillas elevándote sobre las puntas de los pies. Los brazos permanecen rectos y pasivos, el movimiento debe provenir exclusivamente de la extensión de piernas y caderas. Mantené la espalda neutra y el core activado. Bajá controlado y repetí 8-10 veces. Enfocate en la velocidad y la completitud de la extensión.","true"
"681","newExercises","Peso muerto rumano con palo","TECHNIQUE","Piernas","Palo","piernas|palo|peso_muerto|tecnica|posterior|isquiotibiales","Ejercicio de técnica que utiliza un palo para practicar la forma correcta del peso muerto rumano. Permite dominar la bisagra de cadera, la posición de la espalda y el rango de movimiento sin carga, previniendo lesiones lumbares.","Parate con los pies a la anchura de los hombros, sosteniendo un palo con un agarce al ancho de los hombros. Mantené las rodillas ligeramente flexionadas y la espalda neutra en todo momento. Flexionate hacia adelante desde las caderas (no desde la cintura) llevando el palo hacia abajo por la parte frontal de las piernas. Bajá hasta sentir un estiramiento moderado en los isquiotibiales (generalmente a la altura de las rodillas o los gemelos). La espalda debe permanecer recta y el pecho abierto. Volvé a la posición inicial contrayendo los glúteos y los isquiotibiales. Repetí 8-10 veces enfocándote en la técnica.","true"
"682","newExercises","Clean muscle clean con palo","TECHNIQUE","Full body","Palo","full_body|palo|clean|tecnica|levantamiento_olimpico","Ejercicio de técnica que practica el muscle clean (clean sin rebote desde el suelo) con un palo. Permite dominar la transición del pull a la recepción, la rotación de muñecas y la posición de rack sin la complejidad del peso.","Parate con los pies a la anchura de los hombros, sosteniendo un palo con un agarre de clean (al ancho de los hombros). Desde la posición de hang (caderas retraídas, rodillas flexionadas), realizá una extensión de caderas y rodillas para impulsar el palo hacia arriba. Cuando el palo llega a la altura del pecho, rotá rápidamente las muñecas hacia abajo y recibí el palo sobre los hombros en posición de rack (codos altos). El movimiento debe ser fluido y continuo, sin pausa entre la extensión y la recepción. Bajá controlado a la posición de hang y repetí 6-8 veces.","true"
"683","newExercises","Snatch hang snatch con barra vacía","TECHNIQUE","Full body","Barra","full_body|barra|snatch|tecnica|hang|levantamiento_olimpico","Ejercicio de técnica que practica el hang snatch con barra vacía (sin discos). Permite dominar la fase de impulso desde la posición de hang y la recepción sobre la cabeza con peso mínimo, enfocándose en la velocidad y la técnica.","Parate con los pies a la anchura de los hombros, sosteniendo una barra vacía con un agarre ancho (snatch grip) en posición de hang (caderas retraídas, rodillas flexionadas, espalda neutra). Desde allí, realizá una extensión explosiva de caderas y rodillas para impulsar la barra hacia arriba. Cuando la barra llega a la altura máxima, tirá con los brazos y rotá las muñecas para recibir la barra sobre la cabeza con los brazos extendidos en sentadilla profunda. Mantené la barra estable sobre la cabeza, luego levantate. Bajá la barra a la posición de hang y repetí 5-8 veces.","true"
"684","newExercises","Movilidad para press","TECHNIQUE","Hombros","Peso corporal","hombros|peso_corporal|movilidad|tecnica|calentamiento","Ejercicio de técnica que consiste en una serie de movimientos de movilidad específicos para preparar los hombros antes de realizar presses. Mejora el rango de movimiento, activa el manguito rotador y previene lesiones de hombro.","Realizá la siguiente secuencia de movilidad para hombros: 1) Círculos de brazos hacia adelante y hacia atrás (10 cada dirección). 2) Dislocaciones con un palo o banda elástica (10 repeticiones). 3) Rotaciones externas de hombros con los codos pegados al cuerpo (10 repeticiones por lado). 4) Pasar el brazo por debajo y por encima del cuerpo en posición de cuadrupedia (5 repeticiones por lado). 5) Wall slides: parate con la espalda contra la pared, brazos en forma de W y deslizalos hacia arriba hasta la Y (10 repeticiones). Realizá todo de forma lenta y controlada, enfocándote en el rango de movimiento completo.","true"
"685","newExercises","Press tempo","TECHNIQUE","Hombros","Barra","hombros|barra|press|tecnica|tempo|control|mancuernas","Ejercicio de técnica que practica el press de hombros con tempo controlado (velocidad específica en cada fase). Desarrolla la conciencia del movimiento, el control excéntrico y la estabilidad de core durante todo el rango de movimiento.","Parate con los pies a la anchura de los hombros, sosteniendo una barra o mancuernas a la altura de los hombros con los codos ligeramente hacia adelante. Realizá el press con el siguiente tempo: 3 segundos subiendo (concéntrico), 1 segundo de pausa arriba (isométrico), 3 segundos bajando (excéntrico), 0 segundos de pausa abajo. Mantené la espalda neutra, el core activado y evitá arquear la espalda hacia atrás. Las rodillas permanecen ligeramente flexionadas. Realizá 6-8 repeticiones enfocándote exclusivamente en el control del tempo y la técnica perfecta.","true"
"686","newExercises","Pull high pull con barra","TECHNIQUE","Full body","Barra","full_body|barra|high_pull|tecnica|levantamiento_olimpico","Ejercicio de técnica que practica el high pull (tirón alto) con barra. Aísla la fase de tirón del clean o snatch, desarrollando la potencia de extensión de caderas y la trayectoria correcta de la barra hasta la altura del pecho o la barbilla.","Parate con los pies a la anchura de los hombros, sosteniendo una barra con un agarre de clean o snatch. Desde la posición de hang o del suelo, realizá una extensión explosiva de caderas y rodillas. Cuando la barra pasa las rodillas, acelerá el tirón llevando los codos hacia arriba y hacia los lados, manteniendo la barra cerca del cuerpo. La barra debe llegar a la altura del pecho o la barbilla con los codos altos. Bajá controlado y repetí 6-8 veces. Enfocate en la trayectoria de la barba (cerca del cuerpo) y la altura del tirón.","true"
"687","newExercises","Jerk power jerk con palo","TECHNIQUE","Full body","Palo","full_body|palo|jerk|tecnica|levantamiento_olimpico","Ejercicio de técnica que practica el power jerk (empuje con sentadilla parcial) con un palo. Permite dominar la fase de empuje, la división de piernas y la recepción estable sobre la cabeza sin la carga de peso.","Parate con los pies a la anchura de los hombros, sosteniendo un palo sobre la cabeza con los brazos extendidos (posición de overhead). Bajá el palo a la posición de rack (cerca de los hombros, codos altos). Desde allí, realizá una ligera flexión de rodillas y empujá explosivamente hacia arriba. Mientras el palo asciende, dividí las piernas en una posición de split (una adelante, otra atrás) y recibí el palo sobre la cabeza con los brazos extendidos. Las rodillas deben estar ligeramente flexionadas en la recepción. Volvé a la posición de pie juntando las piernas. Bajá a rack y repetí 6-8 veces.","true"
"688","newExercises","Sentadilla pistol","TECHNIQUE","Piernas","Peso corporal","piernas|peso_corporal|sentadilla|pistol|tecnica|movilidad","Ejercicio de técnica que practica la sentadilla pistol (sentadilla profunda sobre una sola pierna). Desarrolla fuerza unilateral, movilidad de tobillo y cadera, y equilibrio en un movimiento funcional avanzado.","Parate sobre la pierna derecha con la pierna izquierda extendida hacia adelante, paralela al suelo. Mantené el torso erguido y los brazos extendidos hacia adelante como contrapeso. Lentamente, bajá en sentadilla profunda sobre la pierna derecha manteniendo la pierna izquierda extendida. La rodilla derecha debe alinearse con el pie y no desviarse hacia adentro. Bajá hasta que los glúteos casi toquen el talón. Subí extendiendo la pierna derecha. Si no llegás al fondo, usá un banco o silla como referencia de profundidad. Realizá 3-5 repeticiones por pierna enfocándote en la técnica.","true"
"689","newExercises","Clean con barra vacía","TECHNIQUE","Full body","Barra","full_body|barra|clean|tecnica|levantamiento_olimpico","Ejercicio de técnica que practica el clean completo con barra vacía (sin discos). Permite dominar la secuencia completa del levantamiento — desde el suelo hasta la recepción en rack — con peso mínimo, enfocándose en la fluidez y la técnica.","Parate con los pies a la anchura de los hombros, sosteniendo una barra vacía con un agarre de clean (al ancho de los hombros). Desde el suelo, realizá el pull pasando la barra por las rodillas, extendiendo las caderas, tirando con los brazos y rotando las muñecas para recibir la barra sobre los hombros en posición de rack en sentadilla profunda. Levantate manteniendo la barra estable en rack. Bajá controlado al suelo y repetí 5-8 veces. Enfocate en la transición fluida entre fases y la postura correcta de rack.","true"
"690","newExercises","Técnica de segundo tirón","TECHNIQUE","Full body","Barra","full_body|barra|segundo_tiron|tecnica|levantamiento_olimpico","Ejercicio de técnica que aísla y practica la fase del segundo tirón en los levantamientos olímpicos (la transición entre el pull y la recepción). Desarrolla la velocidad de rotación de muñecas y la precisión de la recepción.","Parate con los pies a la anchura de los hombros, sosteniendo una barra en posición de hang (caderas retraídas, rodillas flexionadas). Desde allí, realizá una extensión parcial de caderas y rodillas para impulsar la barra hacia arriba. En el punto máximo de extensión, tirá explosivamente con los brazos llevando los codos hacia arriba y hacia los lados. Rotá rápidamente las muñecas para recibir la barra en la posición de rack (clean) o overhead (snatch). Bajá controlado a hang y repetí 6-8 veces. Enfocate en la velocidad del segundo tirón y la precisión de la recepción.","true"
"691","newExercises","Press arnold con mancuerna","TECHNIQUE","Hombros","Mancuernas","hombros|mancuernas|press|arnold|tecnica|deltoides","Ejercicio de técnica que practica el press Arnold (rotatorio) con mancuernas. Desarrolla la coordinación de la rotación de hombros durante el press, trabajando todos los fascículos del deltoides en un movimiento controlado.","Sentate en un banco con respaldo o parate erguido. Sostené una mancuerna en cada mano a la altura del pecho con las palmas hacia vos y los codos hacia adelante. Al empujar hacia arriba, rotá las manos externamente hasta que las palmas queden hacia adelante y los brazos extendidos sobre la cabeza. Al bajar, invertí la rotación volviendo a la posición inicial con las palmas hacia vos. Mantené el core activado y evitá arquear la espalda. Realizá 8-10 repeticiones de forma lenta y controlada, enfocándote en la rotación suave de los hombros.","true"
"692","newExercises","Press push jerk","TECHNIQUE","Full body","Barra","full_body|barra|press|jerk|tecnica|levantamiento_olimpico","Ejercicio de técnica que practica el push jerk (press con impulso de piernas). Desarrolla la coordinación entre el empuje de piernas y el press de brazos, permitiendo levantar más peso que un press estricto mediante el uso de la cadena cinética completa.","Parate con los pies a la anchura de los hombros, sosteniendo una barra en posición de rack sobre los hombros (codos altos). Mantené el torso erguido y el core activado. Realizá una ligera flexión de rodillas (dip) de aproximadamente 10-15 cm. Inmediatamente, empujá explosivamente con las piernas extendiéndolas completamente mientras empujás la barra hacia arriba con los brazos. La barba debe pasar por encima de la cabeza mientras las piernas se extienden. Recibí la barra sobre la cabeza con los brazos extendidos y las rodillas ligeramente flexionadas. Levantate y bajá la barba a rack controlado. Repetí 6-8 veces.","true"
"693","newExercises","Posición de overhead","TECHNIQUE","Hombros","Barra","hombros|barra|overhead|tecnica|estabilidad|levantamiento_olimpico|palo","Ejercicio de técnica que consiste en practicar y mantener la posición de overhead (barra sobre la cabeza con brazos extendidos). Desarrolla la estabilidad de hombros, la alineación de la columna y el control del core necesario para sostener peso sobre la cabeza.","Parate con los pies a la anchura de los hombros, sosteniendo una barra o palo sobre la cabeza con los brazos completamente extendidos. La barba debe estar alineada sobre los hombros, las muñecas rectas o ligeramente extendidas hacia atrás, y los codos bloqueados. Mantené la espalda neutra, el core activado y el peso distribuido uniformemente en ambos pies. Mantené la posición 15-20 segundos enfocándote en: hombros activos (empujando la barra hacia arriba), caderas bajo los hombros, y rodillas ligeramente flexionadas. También podés practicar el movimiento de drop (bajada rápida a sentadilla overhead).","true"
"694","newExercises","Sentadilla sumo con palo","TECHNIQUE","Piernas","Palo","piernas|palo|sentadilla|sumo|tecnica|aductores","Ejercicio de técnica que practica la sentadilla sumo con un palo. Permite dominar la posición de pies anchos con las puntas hacia afuera, la alineación de rodillas y la profundidad del movimiento sin carga.","Parate con los pies muy separados (más allá del ancho de los hombros) con las puntas de los pies apuntando hacia afuera a aproximadamente 45°. Sostené un palo vertical frente a vos con ambas manos para equilibrio. Mantené el torso erguido y el core activado. Bajá en sentadilla flexionando las rodillas y llevando las caderas hacia abajo. Las rodillas deben seguir la dirección de los pies, sin desviarse hacia adentro. Bajá hasta que los muslos queden paralelos al suelo o más abajo. Subí empujando con los talones y contrayendo los glúteos. Repetí 8-10 veces enfocándote en la alineación de rodillas y la profundidad.","true"
"695","newExercises","Press con barra vacía","TECHNIQUE","Hombros","Barra","hombros|barra|press|tecnica|deltoides|triceps","Ejercicio de técnica que practica el press militar estricto con barra vacía. Permite dominar la trayectoria de la barba, la posición del cuerpo y la estabilidad de core antes de agregar carga.","Parate con los pies a la anchura de los hombros, sosteniendo una barra vacía a la altura de los hombros con un agarre al ancho de los hombros. Los codos deben estar ligeramente hacia adelante, no hacia los lados. Mantené la espalda neutra, el core activado y las rodillas ligeramente flexionadas (pero rígidas, no impulses con las piernas). Empujá la barra hacia arriba en línea recta, pasando cerca de la cara. Extendé completamente los brazos sobre la cabeza. Bajá controlado por el mismo camino hasta la posición inicial. Evitá arquear la espalda hacia atrás. Repetí 8-10 veces enfocándote en la trayectoria recta y el control.","true"
"696","newExercises","Clean hang clean con palo","TECHNIQUE","Full body","Palo","full_body|palo|clean|hang|tecnica|levantamiento_olimpico","Ejercicio de técnica que practica el hang clean con un palo. Permite dominar la fase de impulso desde la posición de hang y la transición a la recepción en rack sin la complejidad del peso.","Parate con los pies a la anchura de los hombros, sosteniendo un palo con un agarre de clean en posición de hang (caderas retraídas, rodillas flexionadas, espalda neutra). Desde allí, realizá una extensión explosiva de caderas y rodillas para impulsar el palo hacia arriba. Cuando el palo llega a la altura del pecho, tirá con los brazos llevando los codos hacia arriba y rotá rápidamente las muñecas para recibir el palo sobre los hombros en posición de rack. Bajá controlado a la posición de hang y repetí 6-8 veces. Enfocate en la transición fluida entre la extensión y la recepción.","true"
"697","newExercises","Drill de overhead","TECHNIQUE","Hombros","Palo","hombros|palo|overhead|tecnica|estabilidad|levantamiento_olimpico","Ejercicio de técnica que practica la estabilidad y el control en la posición de overhead con un palo. Desarrolla la conciencia de la alineación de hombros, la activación del manguito rotador y la postura correcta para sostener peso sobre la cabeza.","Parate con los pies a la anchura de los hombros, sosteniendo un palo sobre la cabeza con los brazos extendidos. Realizá los siguientes drills: 1) Mantené la posición de overhead 15-20 segundos enfocándote en empujar el palo hacia arriba activando los hombros. 2) Realizá pequeños movimientos de descenso y ascenso controlados (overhead squat parcial) manteniendo los brazos extendidos. 3) Caminá 5-10 pasos hacia adelante y hacia atrás manteniendo el palo estable sobre la cabeza. 4) Realizá rotaciones suaves del torso manteniendo el palo vertical. Todo el tiempo, mantené el core activado, la espalda neutra y las rodillas ligeramente flexionadas.","true"
"698","newExercises","Técnica de arranque","TECHNIQUE","Full body","Peso corporal","full_body|peso_corporal|tecnica|arranque|aceleracion|sprint","Ejercicio de técnica que practica la posición y el patrón de arranque desde bloques o desde el suelo para carreras de velocidad. Desarrolla la postura de salida, la distribución de peso y la secuencia de aceleración inicial.","Si tenés bloques de salida, colocatelos en posición: el bloque delantero a 2 pies de distancia de la línea de salida, el trasero a 3 pies. Colocá las manos justo detrás de la línea, con los brazos extendidos y los hombros por encima de las manos. La pierna delantera debe estar flexionada a 90° y la trasera a 120°. Al recibir la señal, empujá hacia atrás con ambas piernas (no hacia arriba), manteniendo el torso inclinado los primeros 10 metros. Los primeros 3-5 pasos deben ser potentes y bajos, con los brazos balanceándose vigorosamente. Sin bloques, practicá la misma posición desde el suelo con una pierna adelante. Repetí 6-8 arranques enfocándote en la explosividad de la salida.","true"
"699","newExercises","Sentadilla box","TECHNIQUE","Piernas","Banco","piernas|banco|sentadilla|box|tecnica|control|cajon","Ejercicio de técnica que utiliza un banco o cajón para practicar la profundidad y el control de la sentadilla. El banco proporciona una referencia táctil de profundidad y permite practicar la sentadilla sentada (sentarse y levantarse sin perder la tensión).","Colocá un banco o cajón detrás de vos a la altura adecuada para que, al sentarte, tus muslos queden paralelos al suelo o ligeramente por debajo. Parate con los pies separados a la anchura de los hombros, con las puntas ligeramente hacia afuera. Mantené el torso erguido y el core activado. Bajá en sentadilla controlada hasta que los glúteos toquen suavemente el banco. Sentate brevemente (1-2 segundos) manteniendo la tensión muscular y la postura correcta (espalda neutra, pecho abierto). Levantate empujando con los talones y contrayendo los glúteos. No te recostes ni te relajes sobre el banco. Repetí 8-10 veces enfocándote en la profundidad consistente y el control.","true"
"700","newExercises","Sentadilla tempo","TECHNIQUE","Piernas","Peso corporal","piernas|peso_corporal|sentadilla|tempo|tecnica|control","Ejercicio de técnica que practica la sentadilla con tempo controlado (velocidad específica en cada fase). Desarrolla la conciencia del movimiento, el control excéntrico y la estabilidad en todo el rango de movimiento.","Parate con los pies separados a la anchura de los hombros, con las puntas ligeramente hacia afuera. Mantené el torso erguido y el core activado. Realizá la sentadilla con el siguiente tempo: 4 segundos bajando (excéntrico), 2 segundos de pausa en el fondo (isométrico), 2 segundos subiendo (concéntrico), 0 segundos de pausa arriba. Durante todo el movimiento, mantené la espalda neutra, el pecho abierto y las rodillas alineadas con los pies. La profundidad debe ser consistente en cada repetición. Realizá 6-8 repeticiones enfocándote exclusivamente en el control del tempo y la técnica perfecta.","true"
